"holder","segment","hectares","licenses","mining_lics","main_commodities","lics_in_default_2025","status"
"Elimoas Corporation Limited","gold","8689","2","0","Iron Ore/Copper/Gold","2","never_researched"
"Mukema Minerals Limited","gold","8684","1","0","Iron Ore/Lead/Zinc","1","researched_no_channel"
"South Vale Coal Limited","energy_minerals","8677","2","1","Quartz/Coal","1","researched_no_channel"
"Temachi Mineral Resources Limited","base_metals","8535","1","0","Iron Ore/Copper/Cobalt","0","researched_no_channel"
"Fleissig Investments Company Limited","critical_battery","8511","1","0","Tantalum/Niobium (Columbium)/Tungsten","0","never_researched"
"Lukusashi Company Limited","critical_battery","8410","1","0","Manganese/Silver/Uranium","0","never_researched"
"Filtrak Zambia Limited","critical_battery","8392","1","0","Iron Ore/Manganese/Silver","0","researched_no_channel"
"Mwaphi Investmnet limited","gemstones","8369","1","0","Gold/Manganese/Zinc","0","researched_no_channel"
"Fu Da Resource Management Limited","critical_battery","8348","1","0","Manganese/Zinc/Gold","1","never_researched"
"Ndalumba  Resources Limited","critical_battery","8302","4","0","Iron Ore/Manganese/Quartz","4","researched_no_channel"
"Mboo Investments Limited","gemstones","8283","5","0","Copper/Gold/Cobalt","0","researched_no_channel"
"Redspot Intertrade Limited","critical_battery","8265","1","0","Lead/Iron Ore/Lithium","1","never_researched"
"Copperbelt University Investments Holdings Limited","critical_battery","8242","2","0","Manganese","0","never_researched"
"AFRICA BASE METALS HOLDING LIMITED","gemstones","8241","1","0","Mineral Sands/Nickel/Manganese","0","researched_no_channel"
"Gansu Mining Company Limited","gemstones","8235","3","0","Titanium/Niobium (Columbium)/Zinc","2","researched_no_channel"
"Natural Precious Resources Company Limited","critical_battery","8231","1","0","Nickel/Molybdenum/Silver","0","never_researched"
"Hot-Spring Oils Company Limited","critical_battery","8225","2","0","Lead/Manganese/Zinc","1","never_researched"
"Nelna Suppliers and General Works Limited","critical_battery","8220","1","0","Quartz/Nickel/Manganese","0","never_researched"
"Choice Minerals Limited","gold","8166","1","0","Iron Ore/Silver/Zinc","1","never_researched"
"SJ KINGDOM METALS LIMITED","critical_battery","8152","1","0","Manganese/Limestone (General)/Silver","0","researched_no_channel"
"Novo Resouces Zambia Limited","gemstones","8134","3","0","Gold/Copper/Cobalt","1","researched_no_channel"
"Kilonga Investment Limited","gemstones","8118","1","0","Manganese/Limestone (General)/Zinc","0","never_researched"
"Grassburg Mining Limited","critical_battery","8117","2","0","Manganese/Silver/Zinc","2","never_researched"
"Myanango Enterprises Company Limited","industrial_minerals","8089","2","0","Silica/Granite","2","researched_no_channel"
"Gesso Mining & Investment Lilmited","industrial_minerals","8064","1","0","Anhydrite/Gypsum","0","never_researched"
"Rigo Minerals Company Limited","critical_battery","8007","1","0","Silver/Zinc/Nickel","0","never_researched"
"Siam Mining Zambia Limited","gemstones","7997","3","0","Tin/Copper/Coal","0","researched_no_channel"
"Gracious Green Farm Limited","critical_battery","7959","2","0","Lead/Iron Ore/Zinc","0","researched_no_channel"
"Uni-African Mining and Energy Corporation Limited","gemstones","7949","2","0","Iron Ore/Lead/Zinc","1","never_researched"
"Kawachi Drilling and Exploration Limited","gemstones","7928","1","0","Lead/Limestone (General)/Graphite","1","never_researched"
"Careys Health Services Limited","critical_battery","7920","1","0","Manganese/Silica/Copper","1","never_researched"
"Liuzh Company Limited","gemstones","7911","2","0","Copper/Gold/Aquamarine","2","never_researched"
"RockModeller Company Limited","gemstones","7907","2","0","Gold/Copper/Cobalt","0","never_researched"
"Tawakkal Resources Limited","gemstones","7857","5","0","Copper/Gold/Tantalum","1","researched_no_channel"
"Zambian East Mining Corporation Ltd","gemstones","7792","1","0","Manganese/Iron Ore/Zinc","1","never_researched"
"NIANG MINING VENTURES LIMITED","gemstones","7774","3","0","Iron Ore/Lead/Manganese","1","researched_no_channel"
"Hamsa Resources Limited","critical_battery","7691","2","0","Gold/Silver/Cobalt","0","never_researched"
"Helmwa Cooperation Limited","gemstones","7681","1","0","Nickel/Iron Ore/Gold","1","never_researched"
"Mulennsali Investment Limited","gemstones","7677","5","1","Copper/Manganese/Quartz","0","researched_no_channel"
"Vikram Investments Limited","industrial_minerals","7670","1","1","Limestone (General)/Dolomite","1","researched_no_channel"
"Meihua International Mining Limited","gemstones","7658","1","0","Lead/Iron Ore/Tin","1","never_researched"
"Chitubula Investments Limited","gemstones","7638","2","0","Gold/Nickel/Copper","1","never_researched"
"Nsangi Mineral Resources Limited","critical_battery","7635","4","0","Manganese/Nickel/Silver","0","researched_no_channel"
"Sino Great Development Company(Zambia) Limited","critical_battery","7592","1","0","Tin/Tantalum/Zinc","0","never_researched"
"GEELY ALLIANCE MINING INVESTMENT COMPANY LIMITED","critical_battery","7585","4","0","Silica/Cobalt/Nickel","0","researched_no_channel"
"Jehji Zambia Limited","critical_battery","7575","1","0","Limestone (General)/Manganese/Zinc","1","never_researched"
"Anointed Mining and Drilling Company Limited","gold","7557","2","0","Gold/Platinum/Cobalt","2","never_researched"
"DINS Ventures Limited","gemstones","7427","2","0","Coal/Lithium/Mica","0","never_researched"
"Lords Craftsmen Enterprises Limited","critical_battery","7390","1","0","Nickel/Silver/Zinc","1","never_researched"
"Sunpeak Investments Limited","critical_battery","7371","1","0","Nickel/Manganese/Zinc","1","never_researched"
"USHA INVESTMENT LIMITED","gemstones","7366","2","0","Emerald/Quartz/Rare EarthsElements","0","never_researched"
"Turuma Mining Limited","gemstones","7350","5","0","Gold/Manganese/Cobalt","5","researched_no_channel"
"Prime  Rock Mining and Logistics Solutions Limited","critical_battery","7333","3","0","Manganese/Gold/Copper","3","researched_no_channel"
"Doriffa Investment Import and Export Limited","critical_battery","7321","3","0","Iron Ore/Copper/Gold","1","researched_no_channel"
"Nkana Alloy Smelting Company Limited","critical_battery","7304","4","1","Gold/Copper/Cobalt","0","researched_no_channel"
"Starcom Mining Company Limited","gemstones","7286","1","0","Diamond/Copper/Columbite","0","never_researched"
"Din Di Mining Development Company Zambia Limited","gold","7271","1","0","Lead/Iron Ore/Magnesium (Brucit)","0","researched_no_channel"
"PRIMEQUEST MINERALS LIMITED","gemstones","7205","2","0","Titanium/Nickel/Coal","2","never_researched"
"African Fluorite Mining Limited","gemstones","7201","1","1","Limestone (General)/Lead/Anhydrite","1","researched_no_channel"
"Chambishi Milling Company Limited","critical_battery","7193","2","0","Iron Ore/Manganese/Silver","2","never_researched"
"Cornerstone Resources Mining & Explorations Limited","critical_battery","7175","1","0","Gold/Manganese/Silver","1","never_researched"
"CQL Investments Zambia Limited","gemstones","7165","2","0","Copper/Cobalt/Coal","0","never_researched"
"Copper Zone Resources Ltd","critical_battery","7147","1","0","Rare EarthsElements/Manganese/Uranium","0","never_researched"
"Formula Minerals and General Supplies Company Limited","critical_battery","7015","1","0","Manganese/Malachite/Nickel","0","never_researched"
"Kavuluvulu Ventures Limited","gemstones","7002","3","2","Coal/Quartz/Nickel","2","researched_no_channel"
"Legacy Innovations Limited","gemstones","6979","1","0","Manganese/Nickel/Silver","1","never_researched"
"Kalundu Student Hostel Limited","gemstones","6958","2","0","Zinc/Limestone (General)/Copper","1","never_researched"
"Ashira Enterprise Limited","gold","6940","1","0","Lead/Silver/Zinc","0","never_researched"
"Hanfu Mining Company Limited","gemstones","6931","2","0","Gold/Silver/Copper","0","never_researched"
"Changa-Changa Exploration Limited","critical_battery","6911","1","0","Lead/Manganese/Zinc","0","researched_no_channel"
"Misambo Enterprise & agro Limited","critical_battery","6900","1","0","Manganese/Silver/Gold","0","never_researched"
"Paradime Corporation Limited","gemstones","6876","2","0","Gold/Iron Ore/Rare EarthsElements","0","never_researched"
"Jakosa Investments Limited","gemstones","6829","1","0","Rare EarthsElements/Quartz/Tourmaline","1","never_researched"
"Tropical Mine Investments Zambia Limited","critical_battery","6825","3","0","Copper/Zinc/Gold","3","researched_no_channel"
"Nthanda Investments Limited","gemstones","6823","1","0","Anhydrite/Gypsum/Manganese","1","never_researched"
"Ula Minerals Limited","critical_battery","6801","1","0","Silver/Nickel/Zinc","0","never_researched"
"Tripple M Mining Limited","gold","6799","1","0","Gold/Zinc/Cobalt","1","never_researched"
"Elysium Resources Limited","gemstones","6767","3","0","Copper/Tourmaline/Manganese","0","researched_no_channel"
"Chipepo Aquaculture and Tourism Enterprise Limited","critical_battery","6728","2","0","Gold/Copper/Manganese","1","never_researched"
"Leopards Hill Quarry Limited","base_metals","6706","1","0","Silver/Phosphorus-Phosphates/Copper","0","researched_no_channel"
"Mowen Resourses Limited","gemstones","6560","1","0","Malachite/Iron Ore/Zinc","0","researched_no_channel"
"Zima Transport and Supply Limited","critical_battery","6496","1","0","Nickel/Manganese/Quartz","1","never_researched"
"Inspire Mineral Resources Company Limited","critical_battery","6469","4","0","Lead/Manganese/Zinc","4","researched_no_channel"
"Afrique Nama Mining Limited","critical_battery","6409","2","1","Iron Ore/Nickel/Gold","1","researched_no_channel"
"Yatra Enterprise Limited","gemstones","6370","3","0","Diamond/Copper/Citrine","0","researched_no_channel"
"Gold tech resources zambia limited","gold","6311","1","0","Iron Ore/Limestone (General)/Gold","1","never_researched"
"Epic Solutions Limited","critical_battery","6270","2","0","Gold/Copper/Cobalt","2","never_researched"
"Penguin Resources Limited","critical_battery","6255","1","0","Granite/Manganese/Silver","1","never_researched"
"Shikuha Minerals Limited","critical_battery","6253","1","0","Nickel/Manganese/Silver","1","never_researched"
"Afro Asia Mining Zambia Limited","critical_battery","6190","1","0","Iron Ore/Manganese/Silver","0","never_researched"
"Rochris Investments Limited","critical_battery","6169","1","0","Manganese/Lithium/Platinum Group Metals","0","researched_no_channel"
"Nalucha Resources Limited","gold","6167","1","0","Lead/Quartz/Zinc","0","never_researched"
"Hommies Investments Limited","gemstones","6116","2","0","Gold/Manganese/Cobalt","2","never_researched"
"Kuchomwetu Mining company Limited","gemstones","6091","1","0","Nickel/Manganese/Gravel","0","never_researched"
"Metalix Mining Limited","gemstones","6034","1","0","Limestone (General)/Anhydrite/Tantalum","0","researched_no_channel"
"Feldon & Camara Mining Limited","critical_battery","5984","2","0","Nickel/Zinc/Iron Ore","0","researched_no_channel"
"Maxsma Minerals Limited","critical_battery","5952","1","0","Limestone (General)/Lead/Iron Ore","1","never_researched"
"Triology Mining Limited","gemstones","5897","1","0","Manganese/Iron Ore/Silver","1","never_researched"
"Climax resources Zambia Limited","critical_battery","5839","4","0","Zinc/Copper/Gold","0","researched_no_channel"
"Zamgem International Limited","gemstones","5828","1","1","Tin/Quartz/Zinc","1","researched_no_channel"
"Medha Consultancy Limited","critical_battery","5817","3","0","Manganese/Zinc/Lead","0","researched_no_channel"
"Sedhost Minerals Limited","gemstones","5816","4","0","Nickel/Copper/Silver","2","researched_no_channel"
"Kemose Mining Limited","gemstones","5780","1","0","Lead/Iron Ore/Limestone (General)","1","researched_no_channel"
"Sino Great Development Company Zambia Limited","critical_battery","5747","1","0","Tin/Tantalum/Zinc","0","never_researched"
"Linkstone Investments Limited","gemstones","5731","1","0","Manganese/Quartz/Silver","0","never_researched"
"Kiddies University Limited","critical_battery","5549","2","0","Manganese/Zinc/Gold","1","never_researched"
"Zambian High light Mining Investment Limited","critical_battery","5522","1","0","Iron Ore/Nickel/Uranium","1","never_researched"
"SKY AKM Trading Limited","critical_battery","5512","2","0","Platinum/Lead/Zinc","2","never_researched"
"Manasa Mining Associates Limited","gemstones","5474","2","0","Quartz/Nickel/Zinc","0","never_researched"
"Shi and Yan Mining Development Limited","critical_battery","5442","1","1","Iron Ore/Manganese/Silver","1","researched_no_channel"
"Yabuzam Investment Limited","gemstones","5431","1","0","Gold/Quartz/Tourmaline","1","never_researched"
"Alnajah Investments Limited","gold","5421","2","1","Gold/Copper/Zinc","0","researched_no_channel"
"Hainan Xing Zhe New Material Technology Limited","gemstones","5378","3","0","Quartz/Mica/Lithium","3","researched_no_channel"
"Kubeleka Natural Resources Limited","critical_battery","5361","4","0","Iron Ore/Manganese/Copper","4","researched_no_channel"
"Munyaka Investments Limited","industrial_minerals","5333","2","0","Sand/Feldspar/Clay (General)","0","researched_no_channel"
"Kilajits Engineering & Logistics Zambia Limited","critical_battery","5289","2","0","Lead/Copper/Cobalt","2","never_researched"
"Krisos Manufacturing Limited","critical_battery","5277","1","0","Manganese/Zinc/Cobalt","1","researched_no_channel"
"Validus Mining Corporation Limited","critical_battery","5244","1","0","Manganese/Lead/Zinc","1","never_researched"
"Stewes Mineral Resources Limited","critical_battery","5227","1","0","Lithium/Manganese/Gold","0","researched_no_channel"
"BHASCORE MINING ZAMBIA LIMITED","critical_battery","5208","2","0","Iron Ore/Copper/Gold","0","never_researched"
"lianneng mining limited","gemstones","5199","2","0","Gold/Anhydrite/Gypsum","0","never_researched"
"MODIBO RESOURCES LIMITED","gemstones","5198","4","0","Gold/Zinc/Manganese","0","researched_no_channel"
"Zamland Resources Management Limited","gemstones","5162","2","0","Zinc/Silver/Aquamarine","2","never_researched"
"ALINAFE WB INVESTMENTS LIMITED","critical_battery","5122","1","0","Iron Ore/Manganese/Gold","1","never_researched"
"Nairaw Mining Services Limited","gemstones","5117","5","0","Copper/Iron Ore/Gold","5","researched_no_channel"
"Pentagon Resources Limited","gold","5111","1","0","Phosphorus-Phosphates/Quartz/Limestone (General)","1","never_researched"
"TSAHAYI AUGUST LIMITED","critical_battery","5099","1","0","Nickel/Manganese/Zinc","1","never_researched"
"Wizmanso Mineral  Resources Limited","gold","5082","1","0","Lead/Zinc/Gold","1","never_researched"
"Milz Mining and Construction Limited","gemstones","5075","5","0","Gold/Copper/Cobalt","4","researched_no_channel"
"SHihong Minerals Limited","critical_battery","5070","3","0","Silver/Zinc/Gold","1","researched_no_channel"
"Zamqlik Logistics Limited","critical_battery","5062","2","0","Iron Ore/Nickel/Gold","1","never_researched"
